SRC	TRG
you need a passport to enter a foreign country .	il faut un passeport pour entrer dans un pays etranger .
after her graduation from college , she went over to the united states .	apres avoir ete diplomee de l universite elle est partie pour les etats unis .
i want you to tell me everything you know about that .	je veux que vous me disiez tout ce que vous savez a ce sujet .
we are fully aware of the importance of the situation .	nous sommes pleinement conscients de l importance de la situation .
how long did it take tom to build the doghouse ?	combien de temps a t il fallu a tom pour construire la niche ?
i found it rather difficult to make myself understood .	j ai eu beaucoup de difficultes a me faire comprendre .
he contends that primitive life once existed on mars .	il affirme qu une vie primitive a existe sur mars .
no matter how hard i try , i cannot swim to that rock .	j ai beau essayer je n arrive pas a nager jusqu a ce rocher .
i was nervous at first , but gradually got more relaxed .	j etais nerveux au debut mais je me suis detendu peu a peu .
i ran away from home when i was thirteen .	j ai fugue de la maison quand j avais treize ans .
each member has to pay , yen a month .	chaque membre doit payer yens par mois .
i copied in my notebook whatever he wrote on the blackboard .	j ai copie tout ce qu il a ecrit au tableau sur mon cahier .
i cannot solve this problem . it is too difficult for me .	je ne peux pas resoudre ce probleme il est trop difficile pour moi .
do not you want to know why i did that ?	ne veux tu pas savoir pourquoi j ai fait ca ?
when the bomb exploded , i happened to be there .	quand la bombe explosa je me trouvais justement la .
last year saw a big political change in japan .	l annee derniere a connu d importants changements politiques au japon .
my laptop battery does not last as long as it used to .	la batterie de mon ordinateur portable ne dure plus aussi longtemps qu elle en avait l habitude .
there was a time when reptiles ruled the world .	il fut un temps ou les reptiles regnaient sur le monde .
i cannot go with you . i have a meeting .	je ne peux pas aller avec vous . j ai une reunion .
i did not know tom would let mary do that .	je ne savais pas que tom aurait laisse mary faire cela .
i had a drink or two before you came .	j ai bu un ou deux verres avant que vous ne veniez .
i am too tired to deal with this problem right now .	je suis trop fatigue pour m occuper de ce probleme maintenant .
when he retired , his son took over his business .	quand il partit a la retraite son fils reprit son affaire .
i never see her without thinking of her mother .	je ne la vois jamais sans penser a sa mere .
i chased the thief , but i was not able to catch him .	j ai poursuivi le voleur mais je n ai pas pu l attraper .
day in and day out , he does nothing but tend his sheep .	jour apres jour il ne fait rien d autre que s occuper de ses moutons .
since the accident , i do not like looking in the mirror .	depuis l accident je n aime pas me regarder dans le miroir .
anything you could do in support of their effort would be very much appreciated .	tout ce que vous pourriez faire a l appui de leur effort serait tres apprecie .
i do not know if today is monday or tuesday .	je ne sais pas si aujourd hui c est lundi ou mardi .
no one is working . everyone s watching the world cup .	personne ne travaille . tout le monde regarde la coupe du monde .
i recognize that what he says is the truth .	je reconnais que ce qu il dit est la verite .
it is up to you to decide whether we will go there or not .	c est a toi de decider si nous allons la bas ou non .
many people thought that the report was poorly written .	de nombreuses personnes ont estime que le rapport etait mal redige .
tom did not want to leave his dog with me .	tom ne voulait pas laisser son chien avec moi .
this place has not been the same since you left .	cet endroit n est plus pareil depuis que tu es partie .
we could not open the door because it was locked from the inside .	nous n avons pu ouvrir la porte parce qu elle etait verrouillee de l interieur .
please step up here , then sit on this table .	veuillez monter ici puis vous asseoir sur cette table .
look , i have had a long day and i want to go to bed right now .	ecoute j ai eu une longue journee et je veux aller me coucher maintenant .
we are counting on you to wake us up in time , so do not fall asleep .	on compte sur toi pour nous reveiller a l heure alors ne t endors pas .
are you sure you did everything you were supposed to do ?	es tu sur d avoir fait tout ce que tu ete suppose faire ?
that is the best thing you have ever gotten for christmas ?	quelle est la meilleure chose que vous ayez jamais recue pour noel ?
let s get the work over with so we can relax .	finissons en avec ce travail afin de pouvoir nous detendre .
you had better make sure that he is at home before you call on him .	tu devrais etre sur qu il est chez lui avant de lui rendre visite .
i cannot see you without thinking of your mother .	je ne peux te voir sans penser a ta mere .
i would like to give him a present for his birthday .	je voudrais lui offrir un cadeau pour son anniversaire .
the third quarter gnp growth was over the preceding quarter .	le taux de croissance du pnb au troisieme trimestre a augmente de par rapport au trimestre precedent .
i can give you a copy of the report , but i cannot vouch for its accuracy .	je peux vous donner une copie du rapport mais je ne peux pas en garantir l exactitude .
she spends three dollars a day for lunch and dinner .	elle depense trois dollars par jour pour le dejeuner et le diner .
that pigeon flew from san francisco to new york .	ce pigeon a vole de san francisco a new york .
my mom bought me this toy when i was eight years old .	ma maman m a achete ce jouet quand j avais huit ans .
i would not want you to get the wrong impression about me .	je n aimerais pas que vous ayez une mauvaise impression de moi .
when i have migraines , aspirin does not alleviate the pain for me .	lorsque j ai la migraine l aspirine ne soulage pas la douleur pour moi .
he is so full of conceit that everybody dislikes him .	il est tellement vaniteux que tout le monde le deteste .
we must continue to study as long as we live .	nous devons continuer d etudier aussi longtemps que nous vivrons .
it is not surprising that he was elected mayor .	ce n est pas surprenant qu il ait ete elu maire .
reflect on it a while . you will see i am right .	reflechis a cela un moment . tu verras que j ai raison .
